556	1110	1337
1269	951	382
951	1269	1076
190	526	1072
360	190	1072
360	1072	1084
404	1089	1054
633	1147	1280
1040	404	1066
1116	556	1337
382	951	1323
220	1355	1846
34	1507	1936
689	1550	1791
185	1659	2057
1373	351	1851
1379	394	1808
1461	374	1873
1620	256	1942
1695	659	1981
1808	394	2000
208	829	1583
648	271	1609
779	225	1586
360	1084	1826
632	779	1586
744	567	1678
1602	199	1678
1678	199	1925
813	1478	1882
632	1586	1897
572	1639	1951
744	1678	1925
533	1638	1708
352	458	1441
829	632	1583
1441	458	2022
1548	185	2057
1583	632	2048
1382	718	2059
1692	778	2066
75	1382	2059
217	1609	1943
415	2099	2567
278	2151	2827
278	2244	2151
318	2481	2909
2094	223	2260
2104	137	2531
2214	821	2699
2099	415	2816
2299	278	2827
2400	414	2868
2446	1323	2849
2707	160	2968
2589	1020	2971
2748	527	2757
675	635	2305
382	1323	2446
1703	882	2595
374	1461	2676
791	667	2272
1266	135	2340
1091	1269	2463
1110	556	2603
2133	509	2769
2136	527	2748
2255	346	2818
2271	79	2272
2272	79	2821
2259	276	2307
2538	360	2685
2603	1091	2950
2741	134	2975
619	2133	2769
601	2231	2518
531	2233	2161
556	2250	2575
649	2266	2269
667	2271	2272
791	2272	2821
655	2259	2307
821	2185	2832
1266	2340	2844
414	2457	2889
1091	2463	2855
850	2257	2382
1020	2538	2685
1110	2603	2950
1712	2740	2741
190	360	2103
667	791	2287
537	813	2312
1269	382	2463
2103	360	2538
2245	537	2312
2093	509	2133
2259	649	2286
2260	667	2287
2287	791	3002
2312	813	2666
2313	527	2136
2396	1194	3018
2463	382	2582
2510	1092	2925
2575	1091	2603
2595	1181	3035
2666	1558	2968
415	2238	2816
276	2259	2286
292	2260	2287
276	2286	2792
292	2287	3002
655	2307	2833
160	2312	2666
67	2313	2136
110	2319	2315
1109	2465	3033
613	2510	2925
601	2518	2932
556	2575	2603
1020	2589	2949
160	2666	2968
1020	2685	2971
326	3149	4237
427	3164	3828
461	3167	4085
898	3198	4251
901	3199	4252
906	3200	4253
963	3212	4266
1031	3230	4281
1299	3249	3890
1272	3299	4278
716	3337	4058
413	3368	3154
958	3393	4079
505	3434	3161
217	3610	4167
242	3663	4194
3164	963	3971
3136	302	3866
3199	326	3995
3222	48	3224
3242	1179	3691
3368	697	3835
3373	757	4063
3184	28	4074
3434	413	3452
3443	461	4085
3230	1031	4098
3508	1657	4110
3545	685	4126
3574	1940	4105
3598	1993	4113
3122	228	3849
3050	242	4194
3760	578	3775
3799	2225	4206
3102	550	4218
4194	4161	1349
3931	4227	2186
4161	4194	3663
4227	3931	3782
813	537	3108
633	1280	3304
1113	704	3330
1033	1993	3598
1609	217	3676
1623	417	3708
1780	62	3216
2303	1040	3471
2238	415	3455
135	1266	3225
1217	454	3260
615	1113	3330
35	1040	3070
404	1054	3384
351	1373	3650
648	1609	3676
960	1833	3446
356	2566	3411
615	2303	3435
1055	704	3340
1189	962	3394
1066	404	3384
1113	615	3435
1223	1066	3457
2066	778	3498
1850	1371	3734
3051	413	3434
3089	34	3618
3213	494	4006
3172	21	4008
3268	1218	4001
3321	494	3213
3366	716	4058
3448	339	4086
3457	473	4026
3464	923	4092
3330	704	3538
3676	217	4167
3103	701	4175
3783	685	3545
778	3070	3681
913	3262	3962
1055	3340	3398
1189	3394	4022
1066	3384	3457
1113	3435	3463
1246	3453	4031
1223	3457	4026
1265	3464	4092
1940	3493	4105
2066	3498	4106
1993	3519	4113
1525	3494	4121
339	3562	4136
714	3575	4125
1577	3676	4167
1850	3734	4135
1521	3740	3738
2246	3623	4219
1299	898	3249
1280	1031	3304
