-1	-1
1	-1
1	1
-1	1
0	-1
0	0
1	0
-1	0
0	1
0.5	0.5
-0.5	-0.5
0.5	-0.5
-0.5	0.5
0.5	0
-0.5	0
0	-0.5
0	0.5
0.25	-0.75
-0.25	0.75
0.75	-0.25
-0.75	0.25
0.25	-0.25
-0.25	0.25
1	-0.5
-1	0.5
0.5	-1
-0.5	1
1	0.5
-1	-0.5
0.25	0.25
-0.25	-0.25
0.75	0.25
-0.75	-0.25
-0.5	-1
0.5	1
-0.25	-0.75
0.25	0.75
0.25	-0.5
-0.25	0.5
0.25	0
-0.25	0
0.5	0.25
-0.5	-0.25
-0.25	-0.5
0.25	0.5
0.5	-0.25
-0.5	0.25
0	-0.25
0	0.25
0.125	-0.375
-0.125	0.375
0.375	-0.125
-0.375	0.125
0.375	0.375
-0.375	-0.375
0.375	-0.375
-0.375	0.375
0.375	0.125
-0.375	-0.125
-0.125	-0.375
0.125	0.375
0	-0.75
0	0.75
0.75	-0.75
-0.75	0.75
0.75	0
-0.75	0
-0.75	-0.75
0.75	0.75
0.375	-0.625
-0.375	0.625
0.625	0.375
-0.625	-0.375
0.125	-0.625
-0.125	0.625
0.75	-0.5
-0.75	0.5
0.625	0.125
-0.625	-0.125
-0.5	-0.75
0.5	0.75
0.625	-0.125
-0.625	0.125
0.5	-0.75
-0.5	0.75
0.75	0.5
-0.75	-0.5
-0.125	-0.625
0.125	0.625
0.625	-0.375
-0.625	0.375
-0.375	-0.625
0.375	0.625
0.375	-0.25
-0.375	0.25
0.375	0.25
-0.375	-0.25
0.375	0
-0.375	0
0.125	-0.5
-0.125	0.5
-0.375	-0.5
0.375	0.5
0.375	-0.5
-0.375	0.5
-0.125	-0.5
0.125	0.5
0.5	0.375
-0.5	-0.375
0.5	-0.125
-0.5	0.125
0	-0.375
0	0.375
0.25	-0.375
-0.25	0.375
-0.25	-0.375
0.25	0.375
0.5	-0.375
-0.5	0.375
0.5	0.125
-0.5	-0.125
0.4375	-0.0625
-0.4375	0.0625
0.4375	0.4375
-0.4375	-0.4375
0.4375	-0.3125
-0.4375	0.3125
0.4375	0.1875
-0.4375	-0.1875
0.3125	-0.4375
-0.3125	0.4375
0.0625	-0.4375
-0.0625	0.4375
-0.1875	-0.4375
0.1875	0.4375
0.4375	-0.1875
-0.4375	0.1875
0.4375	0.3125
-0.4375	-0.3125
0.1875	-0.4375
-0.1875	0.4375
-0.3125	-0.4375
0.3125	0.4375
0.4375	-0.4375
-0.4375	0.4375
0.4375	0.0625
-0.4375	-0.0625
-0.0625	-0.4375
0.0625	0.4375
0.25	-0.625
-0.25	0.625
0.625	0.25
-0.625	-0.25
0.625	-0.25
-0.625	0.25
-0.25	-0.625
0.25	0.625
0.4375	-0.5625
-0.4375	0.5625
0.5625	0.4375
-0.5625	-0.4375
0.625	0
-0.625	0
0.625	-0.625
-0.625	0.625
0.625	0.625
-0.625	-0.625
0	-0.625
0	0.625
0.5625	-0.0625
-0.5625	0.0625
0.5	-0.625
-0.5	0.625
0.625	0.5
-0.625	-0.5
-0.0625	-0.5625
0.0625	0.5625
0.3125	-0.5625
-0.3125	0.5625
0.5625	0.3125
